;;Parameter;Unit;Year;1;2;3;4;5;6;7;8;9;10;11;12
;;NH4-N;mg/L;2007;;0.36;;0.3;;0.4;;0.26;;;;
;;NH4-N;mg/L;2008;;0;;0.33;;0.45;;0.43;;0.35;;0.2
;;NH4-N;mg/L;2009;;0.57;;0;;0.31;;;;;;
;;NH4-N;mg/L;2010;;0.27;;0;;0;;0.42;;0.17;;0.39
;;NH4-N;mg/L;2011;;0.06;;0;;0;;;;;;
;;NH4-N;mg/L;2012;;0.16;;0.12;;;;0.16;;0.12;;0.13
;;NH4-N;mg/L;2013;;0.3;;0.06;;0.03;;0.29;;0.04;;
;Ni;;;;;;;;;;;;;;;
;;Ni;µg/L;2013;;;;1.5;;3;;;;74.8;;
;NO2-N;;;;;;;;;;;;;;;
;;NO2-N;mg/L;1985;;;;0;;0.17;;0;;0.068;;0
;;NO2-N;mg/L;1986;;;0;0.048;;0.036;;0;;0.026;;0
;;NO2-N;mg/L;1987;;0;;0.01;;0;;;;0.136;;0.014
;;NO2-N;mg/L;1988;;0;;0;;0.024;;0;;0.048;;0
;;NO2-N;mg/L;1989;;0;;0.056;;0.053;;0;;0.06;;0.014
;;NO2-N;mg/L;1990;;0.01;;0.069;;0.01;;0.034;;0.128;;0.023
;;NO2-N;mg/L;1991;;0.004;;0.034;;0.024;;0;;0.035;;0.012
;;NO2-N;mg/L;1992;;0.059;;0.037;;0.016;;0.01;;0.007;;0.016
;;NO2-N;mg/L;1993;;0.024;;0.22;;0;;0.01;;0.02;;0
;;NO2-N;mg/L;1994;0.032;0.025;0.059;0;0.008;0;0;0;0;0.052;0.09;0.042
;;NO2-N;mg/L;1995;;0.028;;0.033;;0.005;;0;;0.062;;0.012
;;NO2-N;mg/L;1996;;;;0.014;;0;;0;;0.013;;0.054
;;NO2-N;mg/L;1997;;0.039;;0.018;;0;;0.03;;0.017;;0.038
;;NO2-N;mg/L;1998;;;;0;;0.015;;0;;0;;
;;NO2-N;mg/L;1999;;0.02;;0.012;;0;;0;;;;0.01
;;NO2-N;mg/L;2000;;0.02;;0;;0;;0.01;;0.005;;0.018
;;NO2-N;mg/L;2001;;0.012;;0.031;;0;;0;;0.005;;
;;NO2-N;mg/L;2002;;0.023;;0.017;;0.022;;0;;0;;
;;NO2-N;mg/L;2003;;0.01;;0.006;;0;;0.017;;0;;0.01
;;NO2-N;mg/L;2004;;0.02;;0.01;;0.01;;0;;0.01;;0
;;NO2-N;mg/L;2005;;0.012;;0;;0;;0;0.007;;;0.02
;;NO2-N;mg/L;2006;;0.017;;0.007;;0;;0;;0.01;;
;;NO2-N;mg/L;2007;;0.015;;0;;0.01;;0;;;;
;;NO2-N;mg/L;2008;;0.02;;0.01;;0;;0;;0;;0
;;NO2-N;mg/L;2009;;0;;0;;0;;;;;;
;;NO2-N;mg/L;2010;;0;;0;;0;;0;;0;;0.02
;;NO2-N;mg/L;2011;;0.02;;0;;0;;;;;;
;;NO2-N;mg/L;2012;;0;;0;;;;0;;0;;0.01
;;NO2-N;mg/L;2013;;0;;0;;0.23;;0.21;;0.02;;
;NO3-N;;;;;;;;;;;;;;;
;;NO3-N;mg/L;1985;;;;2.9;;2.55;;1.55;;4.15;;3.5
;;NO3-N;mg/L;1986;;;3.9;3.7;;2.55;;2.5;;3.05;;3.65
;;NO3-N;mg/L;1987;;3.4;;3.9;;20;;;;3.65;;2.85
;;NO3-N;mg/L;1988;;4.2;;2.5;;3.05;;3.25;;2.1;;3.7
;;NO3-N;mg/L;1989;;3.9;;3.4;;3.7;;2.7;;2.85;;7.9
;;NO3-N;mg/L;1990;;0.1;;0.06;;0.07;;0.05;;0.1;;0.07
;;NO3-N;mg/L;1991;;0.09;;0.07;;0.03;;0.05;;0.08;;0.07
;;NO3-N;mg/L;1992;;0.18;;0.06;;0.05;;0.01;;0.06;;0.08
;;NO3-N;mg/L;1993;;0.09;;0.09;;0.07;;0.01;;0.01;;0.07
;;NO3-N;mg/L;1994;0.1;0.11;0.11;0.04;0;5.25;0;0.5;3.1;5.9;8.3;8.85
;;NO3-N;mg/L;1995;;6.8;;30;;2.95;;1.9;;5.9;;3.1
;;NO3-N;mg/L;1996;;;;2.8;;3.1;;5;;3.7;;3.9
;;NO3-N;mg/L;1997;;7.9;;3.1;;1.75;;5;;4.1;;7.05
;;NO3-N;mg/L;1998;;;;1.9;;2.4;;0.8;;3.2;;
;;NO3-N;mg/L;1999;;5.25;;3.1;;3.7;;1.75;;2.95;;3.5
;;NO3-N;mg/L;2000;;3.5;;3.5;;2.3;;1.1;;3.5;;4.3
;;NO3-N;mg/L;2001;;3.9;;4.6;;1.1;;0.5;;4.6;;
;;NO3-N;mg/L;2002;;5.45;;2.8;;2.95;;2.3;;1.9;;
;;NO3-N;mg/L;2003;;3.9;;2;;1.6;;2.3;;3.5;;4.1
;;NO3-N;mg/L;2004;;2.8;;3.4;;1.6;;1.8;;2.95;;2.65
;;NO3-N;mg/L;2005;;2;;1.4;;1.3;;1.6;2.5;;;2.5
;;NO3-N;mg/L;2006;;2.6;;1.6;;1.2;;1.4;;3.2;;
;;NO3-N;mg/L;2007;;2.99;;2.1;;0.7;;1.5;;;;
;;NO3-N;mg/L;2008;;3.2;;3.2;;1.2;;0.1;;2;;0
;;NO3-N;mg/L;2009;;2.4;;1.5;;0.5;;;;;;
;;NO3-N;mg/L;2010;;2.6;;0;;1.2;;0.6;;1.6;;3.1
;;NO3-N;mg/L;2011;;1.7;;1.9;;1;;;;;;
;;NO3-N;mg/L;2012;;3.8;;2.3;;;;1.6;;2.6;;8.4
;;NO3-N;mg/L;2013;;9.5;;5.4;;8.6;;1.9;;7.7;;
;o-PO4;;;;;;;;;;;;;;;
;;o-PO4;mg/L;1985;;;;2.1;;2.83;;4;;3;;4.5
;;o-PO4;mg/L;1986;;;1.6;3;;2.35;;2.65;;3.6;;2.76
;;o-PO4;mg/L;1987;;0.95;;1.63;;3;;;;2.62;;2
;;o-PO4;mg/L;1988;;3;;1.92;;2.58;;3;;3.42;;2
;;o-PO4;mg/L;1989;;3.68;;3.76;;3.42;;3;;2.76;;1.92
;;o-PO4;mg/L;1990;;3.2;;2;;4;;4;;4;;2.55
;;o-PO4;mg/L;1991;;2.73;;1.43;;1.33;;1.9;;3;;1.33
;;o-PO4;mg/L;1992;;2.2;;0.84;;0.82;;1.04;;1.78;;1.18
;;o-PO4;mg/L;1993;;1.4;;1.73;;2.27;;1.73;;2.73;;1.56
;;o-PO4;mg/L;1994;2;1.78;2.46;2.47;1.36;2.1;0.37;0.42;3.17;1.6;1.33;1.6
;;o-PO4;mg/L;1995;;0.98;;0.68;;1.43;;1.95;;1.6;;0.89
;;o-PO4;mg/L;1996;;;;0.5;;1.4;;1.5;;1.22;;0.51
;;o-PO4;mg/L;1997;;0.7;;0.47;;0.89;;1;;0.91;;0.96
;;o-PO4;mg/L;1998;;;;0.56;;0.77;;0.34;;0.82;;
;;o-PO4;mg/L;1999;;0.56;;0.65;;1.11;;1.11;;1.04;;0.7
;;o-PO4;mg/L;2000;;0.65;;0.77;;1;;1;;1.11;;0.94
;;o-PO4;mg/L;2001;;1.08;;1.29;;0.91;;0.32;;1.29;;
;;o-PO4;mg/L;2002;;1.15;;0.96;;2.28;;1.22;;0.72;;
;;o-PO4;mg/L;2003;;0.51;;0.56;;1.22;;1.22;;1.18;;0.86
;;o-PO4;mg/L;2004;;0.75;;0.86;;0.32;;0.98;;1;;0.8
;;o-PO4;mg/L;2005;;0.7;;0.63;;0.58;;0.68;0.65;;;0.49
;;o-PO4;mg/L;2006;;0.56;;0.26;;0.8;;0.91;;0.59;;
;;o-PO4;mg/L;2007;;0.83;;0.85;;0.6;;0.94;;;;
;;o-PO4;mg/L;2008;;0.38;;0.42;;0.6;;0.96;;0.83;;0.89
;;o-PO4;mg/L;2009;;0.56;;0.55;;0.88;;;;;;
;;o-PO4;mg/L;2010;;0.59;;0.48;;0.86;;0.86;;0.77;;0.56
;;o-PO4;mg/L;2011;;0.59;;0.69;;1.05;;;;;;
;;o-PO4;mg/L;2012;;0.54;;0.61;;;;0.79;;0.75;;0.58
;;o-PO4;mg/L;2013;;0.41;;0;;0.64;;0.17;;0.6;;
;P-Al;;;;;;;;;;;;;;;
;;P-Al;mg/L;2003;;0;;0;;0;;40;;0;;0
;;P-Al;mg/L;2004;;0;;0;;0;;0;;0;;0
;;P-Al;mg/L;2005;;0;;0;;0;;0;0;;;0
;;P-Al;mg/L;2006;;0;;0;;0;;0;;0;;
;;P-Al;mg/L;2007;;0;;0;;0;;50;;;;
;;P-Al;mg/L;2008;;0;;0;;0;;0;;0;;0
;;P-Al;mg/L;2009;;0;;0;;0;;;;;;
;;P-Al;mg/L;2010;;0;;0;;0;;12;;0;;0
;;P-Al;mg/L;2011;;0;;0;;36;;;;;;
;;P-Al;mg/L;2012;;0;;34.8;;;;19.8;;21.6;;23.4
;;P-Al;mg/L;2013;;34.8;;0;;5.4;;12;;26.4;;
;Pb;;;;;;;;;;;;;;;
;;Pb;µg/L;1987;;;;0.082;;0.056;;;;43;;
;;Pb;µg/L;1988;;;;0.052;;;;31;;;;
;;Pb;µg/L;2013;;4.1;;5.9;;10.3;;;;8;;
;pH;;;;;;;;;;;;;;;
;;pH;-;1985;;;;8.1;;7.8;;7.8;;7.7;;7.8
;;pH;-;1986;;;7.9;7.5;;7.6;;8;;7.4;;7.7
;;pH;-;1987;;7.7;;7.6;;7.9;;;;7.5;;8
;;pH;-;1988;;8.1;;8;;7.6;;8.6;;8.4;;7.9
;;pH;-;1989;;8.2;;7.9;;8.3;;8.9;;8.2;;7.2
;;pH;-;1990;;7.1;;7.5;;8.2;;8.7;;7.9;;7.7
;;pH;-;1991;;7.5;;7.4;;7.5;;8.2;;7.5;;7.2
;;pH;-;1992;;7.3;;7;;7;;8.2;;7.6;;7.4
;;pH;-;1993;;7.2;;7.2;;7.4;;7.3;;7.5;;7.4
;;pH;-;1994;7.6;7.5;7.7;7.6;8.4;8.8;7.9;8;8.4;8.4;8.2;8.3
;;pH;-;1995;;8.5;;8.6;;8.4;;8.5;;8.3;;7.4
;;pH;-;1996;;;;7.6;;7.6;;7.5;;7.6;;7.2
;;pH;-;1997;;6.8;;8.1;;8;;7.7;;7.8;;7.9
;;pH;-;1998;;;;8;;7.9;;8.3;;7.9;;
;;pH;-;1999;;7.5;;8;;8.3;;8;;7.8;;8
;;pH;-;2000;;7.6;;7.7;;8.1;;8.6;;7.9;;7.8
;;pH;-;2001;;7.9;;7.7;;8.4;;8.3;;8.1;;
;;pH;-;2002;;7.9;;7.8;;8;;7.9;;7.8;;
;;pH;-;2003;;7.8;;7.9;;8.5;;8.6;;8;;8
;;pH;-;2004;;8;;8.1;;7.9;;8.4;;8.2;;8
;;pH;-;2005;;7.9;;7.7;;7.1;;7.8;8;;;7.9
;;pH;-;2006;;7.9;;7.1;;7.6;;7.2;;7.6;;
;;pH;-;2007;;8;;7.9;;7.7;;7.9;;;;
;;pH;-;2008;;7.8;;7.8;;8.9;;9.1;;8.5;;8.6
;;pH;-;2009;;8.5;;7.53;;8.46;;;;;;
;;pH;-;2010;;7.7;;7.9;;8.1;;8.2;;7.8;;7.9
;;pH;-;2011;;7.9;;8.1;;8.6;;;;;;
;;pH;-;2012;;7.7;;8;;;;8.6;;8.5;;8
;;pH;-;2013;;8.1;;7.8;;8.3;;8.9;;8.2;;
;pV;;;;;;;;;;;;;;;
;;pV;mg O2/l;1985;;;;3.28;;6.96;;5.6;;3.92;;11.04
;;pV;mg O2/l;1986;;;3.04;2.48;;5;;3.85;;4.92;;3.61
;;pV;mg O2/l;1987;;8.2;;4.65;;4.9;;;;5.17;;4.08
;;pV;mg O2/l;1988;;9.6;;2.96;;3.84;;5.92;;7.04;;5.04
;;pV;mg O2/l;1989;;9.92;;3.2;;4.56;;3.76;;6.16;;4
;;pV;mg O2/l;1990;;6.89;;5.56;;4.8;;6.89;;7.54;;5.33
;;pV;mg O2/l;1991;;6.15;;3.12;;2.96;;3.28;;3.36;;2.64
;;pV;mg O2/l;1992;;6;;2.88;;2.64;;7.68;;1.84;;3.12
;;pV;mg O2/l;1993;;3.92;;3.2;;4.08;;3.2;;3.52;;5.44
;;pV;mg O2/l;1994;3.68;3.76;5.76;3.92;3.28;4.24;4.8;4;4.8;4.08;6.24;4.16
;;pV;mg O2/l;1995;;3.84;;;;3.2;;3.04;;2.88;;2.88
;;pV;mg O2/l;1996;;;;3.44;;3.2;;3.68;;2.56;;3.04
;;pV;mg O2/l;1997;;3.52;;4;;2.72;;2.8;;2.32;;2.08
;;pV;mg O2/l;1998;;;;2.48;;4;;3.84;;3.12;;
;;pV;mg O2/l;1999;;3.76;;2.8;;2.88;;2.64;;3.2;;2.16
;;pV;mg O2/l;2000;;2.4;;2.08;;2.64;;3.2;;2.88;;3.36
;;pV;mg O2/l;2001;;2.64;;2.88;;3.84;;2.96;;2.56;;
;;pV;mg O2/l;2002;;1.84;;1.8;;2.88;;1.76;;3.68;;
;;pV;mg O2/l;2003;;3.2;;4.16;;2.72;;2.56;;2.8;;2.32
;;pV;mg O2/l;2004;;2.72;;2.08;;2.56;;2.8;;2.72;;2.48
;;pV;mg O2/l;2005;;4.4;;1.92;;2.8;;3.28;2.56;;;3.2
;;pV;mg O2/l;2006;;2.96;;3.04;;2.64;;3.04;;2.88;;
;;pV;mg O2/l;2007;;2.24;;2.64;;3.68;;3.04;;;;
;;pV;mg O2/l;2008;;2.88;;2.64;;3.36;;3.2;;3.04;;3.2
;;pV;mg O2/l;2009;;3.76;;2.64;;3.2;;;;;;
;;pV;mg O2/l;2010;;4.24;;1.88;;2.56;;2.32;;1.8;;1.88
;;pV;mg O2/l;2011;;2.16;;2.88;;2.64;;;;;;
;;pV;mg O2/l;2012;;3.9;;2.86;;;;3.36;;2.77;;2.46
;;pV;mg O2/l;2013;;2.44;;2.44;;3.24;;2.92;;3.03;;
;Qanlik;;;;;;;;;;;;;;;
;;Qanlik;m3/s;2004;;140;;90;;130;;;;63;;70
;;Qanlik;m3/s;2005;;369;;165;;72;;190;99.5;;;114
;;Qanlik;m3/s;2006;;83;;200;;130;;100;;82;;
;;Qanlik;m3/s;2007;;113;;78.4;;335;;90;;;;
;;Qanlik;m3/s;2008;;142;;215;;99;;75;;60;;54
;;Qanlik;m3/s;2009;;195;;67;;90;;;;;;
;;Qanlik;m3/s;2010;;548;;;;78;;84;;205;;185
;;Qanlik;m3/s;2011;;108;;70.5;;76;;;;;;
;;Qanlik;m3/s;2012;;;;;;;;;;;;
;;Qanlik;m3/s;2013;;150;;350;;110;;;;;;
;SO4=;;;;;;;;;;;;;;;
;;SO4=;mg/L;1985;;;;84;;74;;57;;184;;220
;;SO4=;mg/L;1986;;;116;144;;88;;100;;140;;140
;;SO4=;mg/L;1987;;100;;88;;140;;;;150.8;;100
;;SO4=;mg/L;1988;;152;;66;;80;;176;;148;;176
;;SO4=;mg/L;1989;;168;;136;;128;;100;;100;;100
;;SO4=;mg/L;1990;;71;;98;;164;;340;;184;;142
;;SO4=;mg/L;1992;;166;;85;;44;;83;;154;;120
;;SO4=;mg/L;1993;;124;;138;;146;;200;;114;;160
;;SO4=;mg/L;1994;184;160;174;100;130;142;180;200;180;100;180;200
;;SO4=;mg/L;1995;;160;;85;;79;;138;;158;;97
;;SO4=;mg/L;1996;;;;82;;100;;90;;100;;95
;;SO4=;mg/L;1997;;100;;88;;66;;95;;100;;100
;;SO4=;mg/L;1998;;;;80;;83;;100;;100;;
;;SO4=;mg/L;1999;;100;;85;;92;;100;;146;;77
;;SO4=;mg/L;2000;;90;;100;;100;;100;;142;;100
;;SO4=;mg/L;2001;;100;;100;;100;;100;;100;;
;;SO4=;mg/L;2002;;158;;138;;100;;85;;80;;
;;SO4=;mg/L;2003;;85;;68;;95;;112;;100;;95
;;SO4=;mg/L;2004;;95;;87;;59;;93;;106;;90
;;SO4=;mg/L;2005;;73;;69;;60;;69;90;;;80
;;SO4=;mg/L;2006;;95;;100;;68;;63;;89;;
;;SO4=;mg/L;2007;;114.4;;94.2;;68.4;;86.7;;;;
;;SO4=;mg/L;2008;;100;;64.1;;96;;95.1;;119;;108.2
;;SO4=;mg/L;2009;;97.1;;60;;63.7;;;;;;
;;SO4=;mg/L;2010;;54.1;;70.9;;72.1;;71.9;;90.4;;75.1
;;SO4=;mg/L;2011;;105.6;;95.9;;75.3;;;;;;
;;SO4=;mg/L;2012;;100.3;;61.6;;;;91.7;;97.3;;108.5
;;SO4=;mg/L;2013;;94.6;;43.3;;78;;65;;106.2;;
;SS;;;;;;;;;;;;;;;
;;SS;mg/L;1985;;;;431;;103;;44;;84;;69
;;SS;mg/L;1986;;;199;72;;305;;75;;49;;106
;;SS;mg/L;1987;;134;;146;;78;;;;22;;102
;;SS;mg/L;1988;;107;;110;;101;;68;;73;;126
;;SS;mg/L;1989;;61;;183;;166;;110;;75;;133
;;SS;mg/L;1990;;108;;141;;118;;71;;42;;62
;;SS;mg/L;1991;;53;;74;;189;;41;;94;;80
;;SS;mg/L;1992;;70;;128;;84;;233;;54;;73
;;SS;mg/L;1993;;20;;95;;145;;78;;39;;30
;;SS;mg/L;1994;33;33;24;49;40;171;81;110;36;32;31;39
;;SS;mg/L;1995;;38;;59;;55;;47;;25;;31
;;SS;mg/L;1996;;;;74;;61;;52;;30;;49
;;SS;mg/L;1997;;27;;57;;43;;47;;37;;37
;;SS;mg/L;1998;;;;38;;30;;52;;25;;
;;SS;mg/L;1999;;70;;28;;38;;45;;25;;28
;;SS;mg/L;2000;;22;;27;;18;;32;;18;;18
;;SS;mg/L;2001;;25;;22;;22;;58;;28;;
;;SS;mg/L;2002;;18;;30;;85;;47;;35;;
;;SS;mg/L;2003;;22;;73;;26;;20;;10;;20
;;SS;mg/L;2004;;27;;22;;40;;27;;18;;22
;;SS;mg/L;2005;;172;;32;;47;;64;37;;;32
;;SS;mg/L;2006;;26;;30;;40;;45;;21;;
;;SS;mg/L;2007;;20;;22;;57;;32;;;;
;;SS;mg/L;2008;;21;;89;;150;;51;;3;;15
;;SS;mg/L;2009;;13;;46;;50;;;;;;
;;SS;mg/L;2010;;100;;70;;30;;45;;26;;28
;;SS;mg/L;2011;;17;;73;;30;;;;;;
;;SS;mg/L;2012;;125;;115;;;;39;;8;;23
;;SS;mg/L;2013;;32;;127;;48;;32;;9;;
;Surfaktanlar;;;;;;;;;;;;;;;
;;Surfaktanlar;mg/L MMAM;2011;;;;;;;;;;;;
;T;;;;;;;;;;;;;;;
;;T;°C;1985;;;;11.5;;22;;23;;13;;8
;;T;°C;1986;;;7;17;;27;;23.5;;11;;7.5
;;T;°C;1987;;5;;12;;27;;;;15;;4
;;T;°C;1988;;4.5;;13;;24;;25;;15;;
;;T;°C;1989;;4;;14;;19;;24;;10;;2
;;T;°C;1990;;5;;15;;21;;22;;14;;5
;;T;°C;1991;;7;;11;;24;;25;;18;;4
;;T;°C;1992;;3;;12;;21;;25;;13;;3
;;T;°C;1993;;2;;16;;22;;23;;18;;5
;;T;°C;1994;6;5;12;16;29;25;31;29;25;13;8;6
;;T;°C;1995;;6;;8;;26;;23;;15;;4
;;T;°C;1996;;;;11;;25;;23;;14;;8
;;T;°C;1997;;5;;7;;21;;25;;14;;11
;;T;°C;1998;;;;16;;23;;25;;14;;
;;T;°C;1999;;4;;14;;26;;27;;16;;8
;;T;°C;2000;;6;;16;;23;;25;;14;;6
;;T;°C;2001;;6;;15;;26;;28;;15;;
;;T;°C;2002;;10;;10;;23;;23;;15;;
;;T;°C;2003;;2;;11;;28.6;;26;;14.6;;4
;;T;°C;2004;;3;;15;;25;;23.4;;18;;1.7
;;T;°C;2005;;8;;14;;24;;22;8;;;6
;;T;°C;2006;;8;;20;;27;;25;;11;;
;;T;°C;2007;;8.9;;17.5;;27;;26.8;;;;
;;T;°C;2008;;15.3;;16;;28.6;;27.5;;16.7;;7.5
;;T;°C;2009;;7.4;;18.9;;28;;;;;;
;;T;°C;2010;;12;;17;;27;;27;;23;;5
;;T;°C;2011;;23;;24;;27;;;;;;
;;T;°C;2012;;23;;26;;;;26;;25;;26
;;T;°C;2013;;23;;19;;21;;27;;23;;
;TDS;;;;;;;;;;;;;;;
;;TDS;mg/L;1985;;;;299;;727;;809;;689;;613
;;TDS;mg/L;1986;;;413;520;;205;;565;;651;;484
;;TDS;mg/L;1987;;398;;397;;582;;;;557;;495
;;TDS;mg/L;1988;;573;;320;;405;;578;;506;;555
;;TDS;mg/L;1989;;533;;515;;455;;486;;449;;408
;;TDS;mg/L;1990;;415;;311;;480;;878;;556;;435
;;TDS;mg/L;1991;;606;;205;;216;;547;;377;;217
;;TDS;mg/L;1992;;538;;220;;258;;353;;354;;425
;;TDS;mg/L;1993;;378;;397;;494;;520;;560;;401
;;TDS;mg/L;1994;477;377;443;393;570;447;537;387;620;423;430;477
;;TDS;mg/L;1995;;536;;341;;341;;532;;482;;336
;;TDS;mg/L;1996;;;;381;;475;;431;;439;;381
;;TDS;mg/L;1997;;541;;291;;333;;330;;370;;420
;;TDS;mg/L;1998;;;;170;;315;;388;;355;;
;;TDS;mg/L;1999;;435;;280;;382;;380;;340;;285
;;TDS;mg/L;2000;;245;;260;;390;;440;;363;;465
;;TDS;mg/L;2001;;470;;530;;470;;311;;495;;
;;TDS;mg/L;2002;;492;;443;;459;;325;;310;;
;;TDS;mg/L;2003;;330;;234;;339;;374;;470;;431
;;TDS;mg/L;2004;;379;;358;;225;;358;;440;;375
;;TDS;mg/L;2005;;262;;295;;205;;246;413;;;370
;;TDS;mg/L;2006;;353;;284;;235;;257;;413;;
;;TDS;mg/L;2007;;344;;350;;262;;350;;;;
;;TDS;mg/L;2008;;376;;253;;326;;378;;472;;424
;;TDS;mg/L;2009;;403.2;;249.6;;283.5;;;;;;
;;TDS;mg/L;2010;;271;;250;;310;;366;;364;;325
;;TDS;mg/L;2011;;404;;429;;377;;;;;;
;;TDS;mg/L;2012;;374;;280;;;;392;;432;;414
;;TDS;mg/L;2013;;379;;223;;376;;339;;440;;
;TH;;;;;;;;;;;;;;;
;;TH;mg/l CaCO3;1985;;;;250;;375;;425;;400;;350
;;TH;mg/l CaCO3;1986;;;240;285;;280;;385;;375;;290
;;TH;mg/l CaCO3;1995;;285;;;;;;;;;;
;;TH;mg/l CaCO3;1997;;300;;200;;245;;255;;270;;265
;;TH;mg/l CaCO3;1998;;;;175;;200;;230;;265;;
;;TH;mg/l CaCO3;1999;;210;;195;;255;;280;;260;;85
;;TH;mg/l CaCO3;2000;;195;;200;;230;;300;;280;;250
;;TH;mg/l CaCO3;2001;;240;;285;;330;;185;;285;;
;;TH;mg/l CaCO3;2002;;285;;260;;295;;210;;180;;
;;TH;mg/l CaCO3;2003;;185;;130;;250;;270;;255;;240
;;TH;mg/l CaCO3;2004;;215;;195;;145;;225;;250;;185
;;TH;mg/l CaCO3;2005;;140;;165;;145;;165;240;;;190
;;TH;mg/l CaCO3;2006;;205;;155;;145;;190;;240;;
;;TH;mg/l CaCO3;2007;;260;;240;;190;;185;;;;
;;TH;mg/l CaCO3;2008;;235;;165;;205;;280;;265;;250
;;TH;mg/l CaCO3;2009;;190;;170;;200;;;;;;
;;TH;mg/l CaCO3;2010;;140;;165;;165;;265;;26.5;;23
;;TH;mg/l CaCO3;2011;;240;;300;;275;;;;;;
;;TH;mg/l CaCO3;2012;;22.3;;18.5;;;;23.8;;30.2;;252
;;TH;mg/l CaCO3;2013;;234.5;;133.4;;22.6;;20.7;;272;;
;TKN;;;;;;;;;;;;;;;
;;TKN;mg/L;2010;;;;;;;;;;;;
;;TKN;mg/L;2011;;;;;;;;;;;;
;;TKN;mg/L;2012;;0.4;;0.8;;;;0.7;;0.6;;1.6
;;TKN;mg/L;2013;;0.8;;0.7;;1.3;;1;;0.9;;
;Top.N;;;;;;;;;;;;;;;
;;Top.N;mg/L;2010;;;;;;;;;;;;
;;Top.N;mg/L;2011;;;;;;;;;;;;
;;Top.N;mg/L;2012;;;;;;;;;;;;
;;Top.N;mg/L;2013;;;;;;;;;;;;
;Top.P;;;;;;;;;;;;;;;
;;Top.P;mg/L;2010;;;;;;;;;;;;
;;Top.P;mg/L;2011;;;;;;;;;;;;
;;Top.P;mg/L;2012;;;;;;;;;;;;
;;Top.P;mg/L;2013;;;;;;;;;;;;
;Turb;;;;;;;;;;;;;;;
;;Turb;NTU;1985;;;;96;;89;;120;;55;;45
;;Turb;NTU;1986;;;158;120;;148;;57;;83;;78
;;Turb;NTU;1987;;160;;180;;80;;;;56;;90
;;Turb;NTU;1988;;86;;200;;140;;87;;85;;130
;;Turb;NTU;1989;;95;;285;;90;;70;;85;;80
;;Turb;NTU;1990;;90;;160;;80;;130;;15;;150
;;Turb;NTU;1991;;70;;75;;180;;70;;65;;70
;;Turb;NTU;1992;;75;;180;;80;;180;;55;;70
;;Turb;NTU;1993;;35;;85;;140;;80;;45;;30
;;Turb;NTU;1994;35;30;25;45;40;160;95;150;35;35;30;30
;;Turb;NTU;1995;;35;;60;;60;;45;;30;;35
;;Turb;NTU;1996;;;;80;;50;;50;;30;;50
;;Turb;NTU;1997;;30;;55;;40;;40;;30;;30
;;Turb;NTU;1998;;;;35;;35;;60;;20;;
;;Turb;NTU;1999;;65;;25;;30;;40;;20;;20
;;Turb;NTU;2000;;20;;25;;20;;30;;15;;15
;;Turb;NTU;2001;;20;;20;;20;;55;;25;;
;;Turb;NTU;2002;;20;;30;;82;;50;;30;;
;;Turb;NTU;2003;;20;;75;;25;;20;;20;;20
;;Turb;NTU;2004;;25;;25;;40;;25;;20;;20
;;Turb;NTU;2005;;170;;30;;45;;65;35;;;30
;;Turb;NTU;2006;;25;;30;;40;;45;;20;;
;;Turb;NTU;2007;;20;;20;;55;;30;;;;
;;Turb;NTU;2008;;21.3;;88;;154;;49.4;;3.52;;11.8
;;Turb;NTU;2009;;13.9;;46.8;;53.3;;;;;;
;;Turb;NTU;2010;;102;;72.4;;33.5;;47.7;;27.1;;28.8
;;Turb;NTU;2011;;18.2;;19;;;;;;;;
;;Turb;NTU;2012;;10.4;;21.8;;;;0.6;;0.6;;4.6
;;Turb;NTU;2013;;15.4;;27.5;;7.3;;7.5;;1.4;;
;Zn;;;;;;;;;;;;;;;
;;Zn;µg/L;1988;;;;161;;;;54;;;;
;;Zn;µg/L;2013;;22.8;;11.2;;233.3;;;;158;;
"Station No: 01-11-00-002; Station Name: TUNCA NEHRI-SU AKACAGI";;;;;;;;;;;;;;;;
;As;;;;;;;;;;;;;;;
;;As;µg/L;1987;;;;7;;3;;;;5;;
;;As;µg/L;2013;;1.89;;;;;;;;1.46;;
;BOD5;;;;;;;;;;;;;;;
;;BOD5;mg/L;1985;;;;5.3;;8.4;;5.6;;7.5;;9.2
;;BOD5;mg/L;1986;;;8.1;10.8;;7.2;;9.2;;5.2;;12.2
;;BOD5;mg/L;1987;;8.8;;5;;11.3;;;;7.9;;
;;BOD5;mg/L;1988;;7.1;;4.8;;5.4;;4.3;;2;;5
;;BOD5;mg/L;1989;;6;;4.4;;8.8;;11.2;;7.7;;5
;;BOD5;mg/L;1990;;5.2;;7.8;;11.2;;5.6;;4.6;;7.6
;;BOD5;mg/L;1991;;8.8;;5.2;;6.3;;1.8;;1;;6.4
;;BOD5;mg/L;1992;;8;;2.7;;2.1;;1.4;;2.1;;7.6
;;BOD5;mg/L;1993;;7.9;;3.9;;1.8;;3.8;;1.7;;2.7
;;BOD5;mg/L;1994;;2;;4.2;;4.6;;5.9;;7;;9.4
;;BOD5;mg/L;1995;;4.4;;5.4;;7.3;;7.4;;3.4;;3.5
;;BOD5;mg/L;1996;;;;3.4;;7.7;;3;;1.2;;2.6
;;BOD5;mg/L;1997;;4.9;;3.7;;2.6;;1.5;;2.3;;3.3
